Run,Event,theta,mu,sigma,Prob_1
165617,75472447,0.49742413254693274,9.864,5.2254000000000005,-3.5493
165617,75514063,0.4561678864158874,5.778,3.4301,-1.0526
165617,75590271,-0.08496620313782173,7.5194,4.2921000000000005,7.4452
165617,75842943,0.19180584564558895,4.1227,5.316599999999999,3.8773
165617,74658204,-0.7808470544126187,18.2864,4.1197,5.6197
165617,74760204,0.40522142929162813,21.5896,0.2955,-19.1426
165617,75017052,0.250144098255061,11.4319,0.2451000000000001,9.9497
165617,75204668,-0.7909168476065982,8.7571,0.2098000000000002,2.2374
165617,75235500,-0.14321073003146903,3.2134,1.5611,3.421
165617,75327463,0.47808039612010844,12.9463,4.2984,-0.2156
165617,75675215,-0.3687945109074641,4.1124,4.644500000000001,-3.71
165617,75437407,-0.17224003122703338,19.6226,1.0113999999999999,-19.3049
165617,75779415,0.752473681244158,39.7283,3.7994,12.2044
165617,74494359,0.3902037511301653,4.6357,4.2218,-3.9377
165617,74521647,-0.20098154373931454,5.1095,3.4034,-4.7784
165617,74569063,-0.8229048580564668,8.8634,0.26080000000000014,4.8119
165617,74622951,0.2242222006181636,21.1512,3.5808,-9.7347
165617,74809967,-0.2836615075875933,8.6439,5.9445,6.676
165617,74853071,0.34330080556094134,6.7891,3.7401,-3.4385
165617,74913111,-0.4496803213634735,4.7747,4.0931,1.0544
165617,75435730,-0.3322451802414253,2.5044,6.466200000000001,-1.2414
165617,75638834,0.5460496892435293,6.4672,3.3911000000000002,-2.91
165617,75679474,-0.5722628258017564,4.4313,3.3877999999999995,3.6324
165617,75701458,0.0678889309361007,14.2048,4.5302999999999995,14.1082
165617,75695570,0.3821274236725406,4.1576,5.9682,2.6455
165617,75818794,-0.20208932439621832,4.1638,4.2634,-3.5941
165617,75886010,0.4342076256363562,4.0786,4.8576,1.1168
165617,74786872,0.41257671121174666,8.8584,0.10729999999999995,7.4046
165617,75098104,-0.9827735390253413,41.2945,3.7461,4.1562
165617,75147032,0.41010548042985634,4.0559,3.3276000000000003,3.0719
165617,75348467,-0.14615475317138457,12.773,0.09549999999999997,-12.6073
165617,75423291,-0.29564103667125824,12.3726,4.0329,-11.8184
165617,75498987,-0.41374448565342736,4.6022,3.5488999999999997,-4.0885
165617,75648299,-0.8951961370037765,5.1516,2.3758999999999997,1.8991
165617,75672155,-0.2747836783010277,4.4708,5.2942,-3.2311
165617,75682819,0.22235638499900257,5.0366,0.8367000000000001,0.3155
165617,75686747,-0.33868891891266645,4.1964,2.9657,2.2637
165617,75780123,-0.010098887119575241,5.3987,3.5520000000000005,5.3983
165617,75805699,-0.31648413800354885,8.636,4.9125,-0.1209
165617,75891163,0.9217485330568169,10.9974,0.36060000000000003,-2.2556
165617,75916179,0.6877389216646204,10.566,2.9312,0.1106
165617,74563318,0.41373935735597694,15.9711,3.4082,-5.1768
165617,74868366,0.1698864778350132,8.6284,3.7148000000000003,-5.0814
165617,74887086,-0.22004282550678622,4.0346,5.5194,2.0118
165617,75241798,-0.6103349102182246,11.5205,3.5747999999999998,6.637
165617,75456329,-0.4889841196441515,4.4469,5.2416,1.8695
165617,75657881,-0.6628931244677855,6.0373,4.9382,-1.9973
165617,75761417,0.6096448380827912,4.6699,4.1071,-1.3593
165617,75818801,0.932549993668525,23.7708,0.15069999999999995,-3.1909
165617,74538510,-0.5034695519464928,5.937,4.007,4.9136
165617,74631070,-0.3796432729332119,8.3726,2.1542,-2.7143
165617,74731310,0.0037528555853650024,5.5079,3.5782,-5.5077
165617,75053510,0.6097229061351205,6.9547,4.8238,4.6206
165617,75253734,0.49660138185764086,6.4045,0.20889999999999997,-5.419
165617,75455905,-0.2705060433515467,4.1157,5.4459,1.0257
165617,75716353,0.04483973999461516,6.1163,4.9726,-6.0588
165617,75888545,-0.4010893657909536,11.9893,3.5924,3.3167
165617,75962602,-0.1546639313714273,19.3189,2.6104000000000003,19.0826
165617,76145554,0.43656955763006994,6.3651,3.8775000000000004,-5.442
165617,76187234,-0.1659503095342351,2.6243,1.709,-2.0609
165617,76342209,-0.28303747003740515,8.8506,3.3805,8.0012
165617,76399649,0.09284573357225434,8.694,4.450699999999999,-8.5634
165617,76428985,0.287744012945523,4.2209,5.3377,-0.7338
165617,76528273,0.2342756900344705,7.0245,5.6705000000000005,6.0487
165617,76547145,-0.47936250036275674,11.4148,3.7382999999999997,-9.9853
165617,76650121,-0.42279155090296033,13.9849,0.3446999999999998,-12.5515
165617,77035131,0.5294662581732524,7.973,3.1245,-6.3883
165617,77311931,0.15114612369020522,8.1668,5.8565,-6.6254
165617,76214324,0.38998746138226964,5.321,4.4579,1.4623
165617,76279628,0.5792470934946673,4.5344,3.3534,1.1547
165617,76512308,0.11242475522074565,4.9321,1.2364,-4.8358
165617,76572340,0.38743993741716864,6.2947,2.9494,4.3871
165617,76796604,0.4016734524304332,9.6369,0.38939999999999986,-7.9615
165617,77267366,0.412606075958213,6.3635,5.4346000000000005,-1.2995
165617,76271075,-0.5158990449694558,4.1673,3.4753000000000003,-1.3693
165617,76431147,0.5616864306641184,4.5124,3.2199000000000004,-2.2564
165617,76450379,-0.3529620195564292,14.2775,6.1892000000000005,-1.8643
165617,76493683,-0.4211723714718535,7.5085,4.2581,3.1215
165617,76525011,-0.25595008600510766,10.615,4.9971,-6.803
165617,76592291,0.1715399955192093,7.177,3.2701000000000002,7.0338
165617,76797555,-0.033196419996932264,8.0551,1.5070999999999999,8.0382
165617,76811963,-0.21487295977198692,6.9072,5.549,4.2613
165617,76950245,-0.15770882408822992,6.78,6.3049,5.8879
165617,77152853,-0.400790405991689,6.1342,4.5171,2.8641
165617,77436389,-0.15795274614261057,5.286,3.692,5.1949
165617,76145744,0.30763385818945954,2.6759,0.8043999999999999,1.8563
165617,76176848,-0.06208307789734106,8.7042,3.6739,8.643
165617,76199863,-0.2416537533344502,22.6863,3.4043,13.9496
165617,76495055,0.7255081378120145,5.2266,3.6391999999999998,-2.8802
165617,76595647,0.22920265156071462,4.9474,6.278,-2.8757
165617,76590215,0.3659719399496773,12.7295,3.5236,-7.6398
165617,76903023,0.8707825003926536,12.6453,3.4904,-5.0828
165617,77028337,0.2515502207913906,18.8118,0.27559999999999996,-18.2027
165617,77248089,0.18195867063934906,11.658,4.2228,-5.7994
165617,77255513,-0.6020202103135456,38.8509,3.2726,-29.8605
165617,77398921,-0.22937356802401987,4.9189,4.852399999999999,-4.4838
165617,76042048,0.6508964391969158,44.1153,3.3449,-10.558
165617,76440263,-0.3006945244089039,7.7907,3.5441,-6.4157
165617,76447335,-0.5159137032365682,4.2313,3.4059000000000004,2.726
165617,76445231,-0.6316404584294327,6.5549,4.1786,-4.3497
165617,77061433,0.8451302246774872,23.3033,0.16760000000000003,12.2262
165617,77120665,0.8783263836711172,6.6001,3.5773,-2.98
165617,77316441,-0.44977594926596726,6.2699,4.6403,-2.9512
165617,77358505,-0.23946485636349085,16.8564,0.3926000000000003,-15.1631
165617,77399081,-0.9136502093235473,9.1532,3.0302000000000002,0.1512
165617,75969579,0.09518448133094996,6.1799,3.4194000000000004,-5.6168
165617,76063083,-0.35863799564910803,7.5261,4.0809,-6.3464
165617,76188747,-0.10316292446529836,6.7287,4.8938,6.6197
165617,76504418,-0.8528557178365362,5.6124,3.0578,-1.3737
165617,76522106,0.09291873701064589,2.9272,3.5675999999999997,2.7801
165617,76661162,-0.057765213793773695,17.2419,5.8629,-17.0875
165617,76704434,0.5066204417171095,4.956,4.1131,1.9446
165617,76742146,-0.20795183608570317,6.4557,4.1921,5.3196
165617,76952540,-0.8605348719045989,13.4372,0.05860000000000021,1.9881
165617,76973644,-0.04189053310070915,13.7843,1.6080999999999999,-13.7526
165617,77089580,-0.6871934562409158,5.1619,4.3982,0.4429
165617,77076988,-0.10348921969568095,37.9588,4.9543,-37.5565
165617,77161892,0.28345502798530947,4.8092,3.961,-4.397
165617,77167132,0.4167187091797856,12.6944,3.2651,5.4223
165617,77459740,-0.15915195339083021,51.6852,3.0107,49.4345
165617,76089093,0.09372568873946656,4.4749,3.3711,-4.2908
165617,76149397,-0.6929811210038338,14.4127,6.3214,-0.1627
165617,76284740,-0.3363261389330482,3.727,4.4963,2.4535
165617,76456028,-0.0373748738732429,8.6066,0.42190000000000005,8.5992
165617,76477652,0.2460387010487202,4.3731,4.499,-1.1722
165617,76620668,0.7966599560399948,7.9486,2.907,1.9907
165617,76945382,-0.02518502347767817,6.3806,1.9304,-6.3477
165617,76991630,-0.30774404932844546,14.8814,4.318700000000001,11.3183
165617,77029054,-0.07924690409826111,10.4113,3.9902000000000006,-10.3553
165617,77233358,-0.047946189673565134,6.651,3.3053999999999997,6.6132
165617,77284054,0.25614149210268256,5.1314,0.7050000000000001,-2.5288
165617,77411254,-0.6071662662938915,19.8507,0.23280000000000012,13.2682
165617,76108015,-0.19761034911952524,3.8427,4.9239,2.679
165617,76203398,0.7702053652073848,32.0602,4.5741,16.2685
165617,76225718,-0.05889428785130456,31.056,0.37470000000000003,-29.9944
165617,76243662,0.6075304658101646,15.6297,3.6239,-2.5894
165617,77231392,-0.04577358971170661,3.9957,6.930899999999999,3.9245
165617,76042887,0.16562574072372618,5.3046,4.7883,5.057
165617,76112983,0.2484500780981443,3.7274,3.4626,-3.375
165617,76271198,-0.23663649090105543,4.1132,6.177199999999999,1.1037
165617,76298582,0.28943846143695395,9.4471,0.19549999999999979,-8.4102
165617,76347270,0.02288681788644686,6.6222,4.065200000000001,6.6178
165617,76380118,-0.13864845017645855,4.9068,4.3006,-4.4666
165617,76438414,-0.9419553441635685,20.237,6.8255,-0.9273
165617,76405662,-0.04828658208842526,42.1221,3.3064,-42.0474
165617,76768702,0.6698045736120884,12.726,2.9541,7.3323
165617,76858094,-0.26356454300392085,6.6301,4.3697,4.6028
165617,76871686,-0.34625157798357137,4.9344,3.753,1.1766
165617,76897702,0.2966749102418949,4.4043,4.345,1.3767
165617,77025384,-0.47589362999801954,5.7367,5.7644,-1.5318
165617,77032656,-0.36067496468105203,8.5942,3.8925000000000005,5.7587
165617,77174128,-0.5800221516396045,4.0634,0.23300000000000032,-1.6226
165617,77346448,-0.7540965953123765,10.4747,4.2208000000000006,-6.327
165617,77389096,-0.4876181106774839,6.3861,3.1539,-5.5471
165617,77438256,0.4987402924876036,9.3421,0.07199999999999995,-7.049
165617,76431056,-0.17366508767869313,4.4972,3.4072999999999998,-4.2484
165617,76522632,-0.13273810652755372,13.6376,0.20310000000000017,-13.353
165617,76667440,0.1951089096158325,3.1403,6.1256,2.7678
165617,77041602,-0.06072629055258934,6.1347,4.8879,-6.0736
165617,77257970,0.6091612765031912,22.3617,4.2406999999999995,-10.3241
165617,76206579,-0.5330259244834095,5.2802,5.1423000000000005,-0.7813
165617,76303939,-0.49394496243960795,7.5572,4.0697,-0.369
165617,76354683,-0.2695659262142423,4.5081,5.2905,-3.6416
165617,76395723,0.054583617236740524,5.3527,6.022499999999999,-5.2356
165617,76583723,-0.03901709238381523,35.303,4.4124,35.2581
165617,77094237,-0.36198022465518037,8.7976,5.3899,-5.7054
165617,77402285,-0.8109818900622867,6.0094,3.7378,2.6678
165617,76073398,0.7775492515598936,41.6834,3.9247,-9.7387
165617,76242381,-0.059745061731469956,4.8211,3.5987999999999998,4.7627
165617,76620269,0.5723238434642487,5.429,4.0057,-3.5982
165617,76797173,0.25532437797986923,9.7181,1.1535000000000002,2.0437
165617,76985767,-0.7830676961388255,4.0648,4.5274,-0.4736
165617,77054271,0.5547938428562336,6.7245,4.4071,-2.579
165617,77215287,0.2251498964524336,4.2728,4.1495,1.9891
165617,77259879,0.04654027778457688,8.8762,4.1541,-8.8112
165617,77357263,-0.08302382935151412,13.3637,1.542,-12.9879
165617,75953422,-0.24486541841046258,8.3842,4.9724,-7.4817
165617,76575213,0.8441169524808434,4.9928,0.4364,-2.6761
165617,76963223,0.3504268524319848,17.4498,0.43320000000000003,-14.7353
165617,77291183,0.653527805104642,36.2291,0.07679999999999994,4.5829
165617,76122723,-0.3007056231502991,4.7328,5.2547,-3.148
165617,76179155,0.14300101201728205,45.5148,3.3382999999999994,39.1325
165617,76236770,-0.1649870852343812,4.8232,3.7663,4.7448
165617,76287898,-0.046773459611106336,4.6668,5.966,4.6023
165617,76690842,-0.29095863030537084,7.5007,4.7453,-4.4842
165617,76703762,0.3382472498233887,4.643,5.9695,-0.4604
165617,77057388,-0.025524464508816118,12.1583,3.5572,12.1485
165617,77157060,-0.3059183829951697,3.0264,0.8187,-0.9553
165617,77231004,-0.2979916405011981,4.6295,5.2645,2.3895
165617,77281708,0.9816598490284209,21.1369,2.5409,2.2483
165617,77332876,0.40305645355922487,6.8665,5.428100000000001,2.5607
165617,77346972,-0.48538982728429514,8.484,4.1763,6.9093
165617,77464892,0.00035639530696189944,7.1993,4.592099999999999,7.1993
165617,77472876,-0.14566641945269085,7.278,4.2620000000000005,6.6009
165617,75954345,0.26097565091689734,33.438,4.502,-31.2908
165617,76147761,0.3204268614309284,4.3475,4.6466,-3.8671
165617,76221896,-0.5146249299701224,7.381,4.4178,-5.5562
165617,76552704,-0.833051200379512,4.8732,3.3846999999999996,2.5095
165617,76561088,-0.5702256394520617,5.3559,4.5697,1.7212
165617,77249634,0.426706158623309,6.9533,3.3891999999999998,-5.6282
165617,76038898,-0.20435494152896772,16.7703,0.30890000000000006,16.2116
165617,76060450,0.023150705746055454,27.2657,3.9747000000000003,27.2462
165617,76088858,-0.435538546640497,6.191,3.2102,5.0364
165617,76217193,0.5670477190553888,19.1558,0.26859999999999995,14.3058
165617,76210745,-0.6234155948435902,8.2424,3.4249,2.0786
165617,76386217,0.06475751099293174,23.7537,0.02379999999999982,23.693
165617,76451585,-0.3376904106647739,7.6116,4.5226,3.7961
165617,76521713,-0.42805668386012646,7.5306,5.8668,1.7198
165617,76676289,0.3333267287842702,6.1786,4.8163,3.9526
165617,76713769,0.2640217117527506,8.6336,3.1710999999999996,-8.3267
165617,76950739,-0.8253055897787231,6.4891,3.1382000000000003,3.6373
165617,77104939,0.5009510841692638,20.7487,4.056500000000001,6.1146
165617,77140323,-0.5985259420097345,4.094,3.0775,0.3344
165617,77162475,-0.2551460023128719,11.4068,4.3371,9.3409
165617,77364867,0.15265513557221067,5.8111,4.6355,4.6765
165617,77419075,0.25639804809052374,6.9978,5.3566,1.8672
165617,77410955,-0.503454760853074,6.2946,3.5403000000000002,5.4184
165617,77657858,0.38620608991249183,4.8208,3.1045000000000003,1.4173
165617,77682842,-0.5890591228696673,14.2325,4.4261,9.7577
165617,77773074,-0.657781826057114,4.4272,3.4646999999999997,-2.9111
165617,78000402,0.45640369689760973,5.899,3.4984,5.2143
165617,78393090,-0.24617427124675587,4.3404,6.1046,-4.0053
165617,78367274,0.10251687309473168,5.4523,3.5452000000000004,-5.382
165617,78454970,0.4315425660082476,15.3106,0.059800000000000075,9.541
165617,78689530,-0.2607648265611198,6.6419,4.1599,3.8149
165617,78863954,-0.10797279681604574,3.6237,1.0299999999999998,3.6025
165617,77660447,0.49907533035207785,8.0307,0.6599000000000002,-3.7946
165617,78004703,-0.5954000968148997,9.4919,3.0202999999999998,3.195
165617,78113719,-0.6632715401116319,4.7606,3.4777,0.8027
165617,78244063,0.0659557073723185,14.4231,0.4442999999999999,-14.1247
165617,78350335,0.39904107043965675,6.5941,3.3739999999999997,-5.9688
165617,78637583,0.46900883632754437,6.4852,4.9879999999999995,-2.6837
165617,78648967,0.15019638940637514,4.1849,5.299300000000001,4.0766
165617,78773687,-0.9920759548322464,13.5041,6.335,0.8182
165617,78824935,-0.1502296004414874,10.0338,3.3379,9.8633
165617,78956967,-0.23980270075042137,12.3865,6.0576,6.502
165617,77643257,0.49064242804486996,7.1371,3.3603000000000005,-5.713
165617,77911537,0.4807292027666464,8.357,3.6858000000000004,-3.6928
165617,77965809,-0.5961567662121776,5.3418,4.6101,2.9527
165617,78588425,-0.253170634040444,2.8266,0.8039000000000003,1.5133
165617,79033217,0.02233544925979939,24.0299,3.8282,-23.9746
165617,77669605,0.08057261426425254,5.4848,6.2141,-5.4058
165617,78135229,-0.14443753388989364,11.3896,5.1925,10.741
165617,78750773,-0.05308193169067528,2.3809,0.07729999999999992,2.2948
165617,78899741,0.4880677507102047,5.7461,4.8929,-1.4099
165617,77652973,-0.8615773288407355,7.6708,0.17290000000000003,3.519
165617,77635005,0.5130655644865142,17.358,0.16280000000000017,7.8448
165617,77806725,-0.17059690482165996,4.9714,3.8568,-3.4552
165617,78036005,-0.4892932404870325,5.5715,4.0496,1.8075
165617,78161357,0.32358215154522013,8.9311,0.31000000000000016,-6.8139
165617,78393621,0.5181211420431505,9.7207,3.242,8.1869
165617,78417709,0.17460068958336272,10.1132,1.4788,8.0259
165617,78448397,-0.6483513188893518,7.2202,6.2886,4.0644
165617,78572789,0.51608417256717,5.0151,3.1744999999999997,1.276
165617,78754173,0.09145226758732516,4.9291,4.3075,4.8345
165617,78810621,-0.5158724899268159,9.618,0.4021999999999999,4.474
165617,78913525,0.3813963964041275,16.2843,0.1850999999999999,-6.0072
165617,77629816,0.05390710525991169,43.8292,5.1401,-42.7531
165617,77649752,0.39136123419049723,10.6672,4.1879,6.1743
165617,77795864,-0.9100216040110758,5.2623,3.5220000000000002,-1.9806
165617,78280232,-0.2980121207747903,4.2527,0.9568000000000001,-2.3266
165617,78294136,-0.28482732302410374,16.3585,5.72,-13.8993
165617,78343728,-0.7033299619197018,5.746,4.2421,-3.2529
165617,78440584,-0.3868090693236011,9.4793,3.4406999999999996,-3.7687
165617,78867424,0.10422176305819988,4.4053,1.1639,3.8569
165617,78906184,0.6167675662076784,4.1396,3.4392,1.4871
165617,78898080,-0.1740621214491077,4.0188,3.7567,3.9021
165617,78967760,-0.40952027856426826,11.6882,3.0401,4.9639
165617,79026256,-0.7407231339260153,14.5181,6.1428,-2.8768
165617,77877146,0.6696642931047746,8.9929,0.17039999999999994,-1.8882
165617,77905522,-0.9678994406701841,14.982,3.1253,3.0848
165617,77973810,0.2606646029161004,9.5115,5.4783,-6.3983
165617,78077234,-0.2998843961213107,10.4609,3.1109999999999998,-9.7312
165617,78077802,-0.36353386776742663,16.8217,0.15369999999999995,14.9102
165617,78228602,-0.3611498247532312,5.3896,3.2534,4.4676
165617,78263194,0.5396332594433993,5.1122,3.8738,-3.9198
165617,78506186,0.3159717620589544,4.9649,4.0326,-3.5836
165617,78553098,0.37772071979125266,4.2842,3.0623000000000005,3.8671
165617,78789754,-0.015963369245365334,6.8967,5.4079,-6.894
165617,79007618,-0.017830725613884348,8.668,4.1617999999999995,-8.6665
165617,78020508,0.4943490021443259,5.3738,4.2131,4.6363
165617,78053708,0.1507577375104203,8.5576,3.3415999999999997,-5.7833
165617,78090780,0.2566556544634989,16.459,4.8568,-7.1056
165617,78073356,0.0032891431572212282,8.5748,3.72,8.5747
165617,78254596,0.38354000624888857,4.5023,4.6982,-0.7575
165617,78288076,0.5804275261356524,10.0417,3.843,6.9127
165617,78462596,-0.05052479133320599,10.0806,3.6457999999999995,10.0439
165617,78530300,0.05253997845072206,4.6662,4.4977,-4.4908
165617,78550780,0.1705969780033,8.058,4.689399999999999,5.8006
165617,78712116,0.09913782748629286,8.9269,4.6939,8.7603
165617,78917204,-0.8637894632963593,17.7243,3.4059,-7.2794
165617,77781225,-0.3708333696950002,6.3687,3.7813,4.4565
165617,78223105,-0.37994894809708907,17.3803,2.9888,-8.3046
165617,78570009,-0.10768816884557754,5.9945,3.8366,5.2955
165617,78593081,-0.02591452122565963,5.7415,3.4554000000000005,5.7233
165617,78652017,-0.9281660803612578,4.2665,3.2917000000000005,1.0306
165617,78780921,0.6993741488712731,5.0643,3.7441,-2.8328
165617,78813705,0.012452938712541977,4.6578,5.3027999999999995,4.6566
165617,78897689,-0.6250889880512538,40.543,2.7285999999999997,26.9427
165617,77619724,0.4034565176029915,7.0569,5.3599,2.44
165617,77751348,-0.1169409197203454,14.1519,3.4353,13.9472
165617,77809932,-0.7605775828218658,5.217,3.609,-2.2633
165617,77865780,-0.4834414455253362,7.3827,3.8848,6.2596
165617,78565836,-0.6935958588302003,15.6439,6.111300000000001,1.0655
165617,78939236,0.32662454840318966,5.8029,4.042,3.1198
165617,78190542,-0.3930319899705386,13.5827,4.0047,-7.3672
165617,78332118,0.328084700430928,8.9935,2.0837000000000003,8.4496
165617,78411110,0.5357867448647623,4.5598,4.163399999999999,2.4986
165617,78700766,0.4251789490865964,39.0031,3.3834,-21.4829
165617,78911118,-0.9071143468473233,7.1649,4.1673,1.4281
165617,77650531,-0.10832118726372027,1.8718,7.1534,-1.6949
165617,77927355,0.49535780066148516,9.7317,0.4104000000000002,-7.4646
165617,77976179,0.0026366432863027004,6.4291,4.3301,6.429
165617,78043435,0.17150593934107167,4.8697,3.5760000000000005,-3.3502
165617,78348203,-0.24707054458520025,26.1248,4.3002,-23.3448
165617,78725459,0.38862712432530017,4.7917,4.8296,-2.5082
165617,78785339,-0.5369500149706534,6.789,1.6106,-4.1168
165617,78814907,0.07988391838562499,26.481,5.4902999999999995,26.1486
165617,78872883,-0.11213835269826425,5.6994,3.4322,-5.5781
165617,77599787,0.15616329408957597,8.7096,4.8982,-7.3168
165617,77629379,0.36331073189441593,13.8017,1.8142999999999998,-7.4589
165617,77782539,0.591532308818977,7.6382,0.12740000000000007,-5.7483
165617,77886571,-0.5145875176423946,6.8997,0.08820000000000006,-1.041
165617,77975787,0.4405185671544759,4.3724,4.1256,-1.5329
165617,78279427,0.07819262477474737,3.0718,2.4962999999999997,2.9941
165617,78281251,-0.6734690691051731,4.5257,3.4274,3.2798
165617,78337435,-0.36515819737987093,15.7515,0.042999999999999705,14.2316
