Evento,theta,mu,sigma,E_simulado,E_real
0,0.6927586206896552,0.005000700767797838,1.0,0.0034642785663813297,0.0039460828992456
0,0.7268965517241379,0.005000700767797838,0.9658620689655173,0.003510901033182934,0.0039460828992456
0,0.7268965517241379,0.005000700767797838,1.0,0.003634992144316497,0.0039460828992456
0,0.7610344827586207,0.005000700767797838,0.9317241379310346,0.003545867883284138,0.0039460828992456
0,0.7610344827586207,0.005000700767797838,0.9658620689655173,0.0036757868027679015,0.0039460828992456
0,0.7610344827586207,0.005000700767797838,1.0,0.003805705722251665,0.0039460828992456
0,0.7951724137931035,0.005000700767797838,0.8975862068965518,0.0035691791166849404,0.0039460828992456
0,0.7951724137931035,0.005000700767797838,0.9317241379310346,0.003704925844518905,0.0039460828992456
0,0.7951724137931035,0.005000700767797838,0.9658620689655173,0.003840672572352869,0.0039460828992456
0,0.7951724137931035,0.005000700767797838,1.0,0.003976419300186833,0.0039460828992456
0,0.8293103448275863,0.005000700767797838,0.863448275862069,0.0035808347333853405,0.0039460828992456
0,0.8293103448275863,0.005000700767797838,0.8975862068965518,0.003722409269569506,0.0039460828992456
0,0.8293103448275863,0.005000700767797838,0.9317241379310346,0.003863983805753671,0.0039460828992456
0,0.8293103448275863,0.005000700767797838,0.9658620689655173,0.004005558341937835,0.0039460828992456
0,0.8293103448275863,0.005000700767797838,1.0,0.004147132878122,0.0039460828992456
0,0.863448275862069,0.005000700767797838,0.8293103448275863,0.0035808347333853405,0.0039460828992456
0,0.863448275862069,0.005000700767797838,0.863448275862069,0.0037282370779197055,0.0039460828992456
0,0.863448275862069,0.005000700767797838,0.8975862068965518,0.003875639422454071,0.0039460828992456
0,0.863448275862069,0.005000700767797838,0.9317241379310346,0.004023041766988437,0.0039460828992456
0,0.863448275862069,0.005000700767797838,0.9658620689655173,0.004170444111522802,0.0039460828992456
0,0.863448275862069,0.005000700767797838,1.0,0.004317846456057167,0.0039460828992456
0,0.8975862068965518,0.005000700767797838,0.7951724137931035,0.00356917911668494,0.0039460828992456
0,0.8975862068965518,0.005000700767797838,0.8293103448275863,0.0037224092695695055,0.0039460828992456
0,0.8975862068965518,0.005000700767797838,0.863448275862069,0.003875639422454071,0.0039460828992456
0,0.8975862068965518,0.005000700767797838,0.8975862068965518,0.004028869575338637,0.0039460828992456
0,0.8975862068965518,0.005000700767797838,0.9317241379310346,0.004182099728223204,0.0039460828992456
0,0.8975862068965518,0.005000700767797838,0.9658620689655173,0.004335329881107769,0.0039460828992456
0,0.9317241379310346,0.005000700767797838,0.7610344827586207,0.0035458678832841375,0.0039460828992456
0,0.9317241379310346,0.005000700767797838,0.7951724137931035,0.0037049258445189044,0.0039460828992456
0,0.9317241379310346,0.005000700767797838,0.8293103448275863,0.0038639838057536705,0.0039460828992456
0,0.9317241379310346,0.005000700767797838,0.863448275862069,0.004023041766988437,0.0039460828992456
0,0.9317241379310346,0.005000700767797838,0.8975862068965518,0.004182099728223204,0.0039460828992456
0,0.9317241379310346,0.005000700767797838,0.9317241379310346,0.004341157689457971,0.0039460828992456
0,0.9658620689655173,0.005000700767797838,0.7268965517241379,0.0035109010331829346,0.0039460828992456
0,0.9658620689655173,0.005000700767797838,0.7610344827586207,0.0036757868027679015,0.0039460828992456
0,0.9658620689655173,0.005000700767797838,0.7951724137931035,0.003840672572352869,0.0039460828992456
0,0.9658620689655173,0.005000700767797838,0.8293103448275863,0.004005558341937836,0.0039460828992456
0,0.9658620689655173,0.005000700767797838,0.863448275862069,0.004170444111522803,0.0039460828992456
0,0.9658620689655173,0.005000700767797838,0.8975862068965518,0.00433532988110777,0.0039460828992456
0,1.0,0.005000700767797838,0.6927586206896552,0.0034642785663813297,0.0039460828992456
0,1.0,0.005000700767797838,0.7268965517241379,0.003634992144316497,0.0039460828992456
0,1.0,0.005000700767797838,0.7610344827586207,0.003805705722251665,0.0039460828992456
0,1.0,0.005000700767797838,0.7951724137931035,0.003976419300186833,0.0039460828992456
0,1.0,0.005000700767797838,0.8293103448275863,0.004147132878122,0.0039460828992456
0,1.0,0.005000700767797838,0.863448275862069,0.004317846456057167,0.0039460828992456
1,0.6244827586206897,0.005976411019868848,1.0,0.0037321656403387876,0.0041204785590462
1,0.6586206896551725,0.005976411019868848,0.9317241379310346,0.0036674413221830624,0.0041204785590462
1,0.6586206896551725,0.005976411019868848,0.9658620689655173,0.0038018146348759276,0.0041204785590462
1,0.6586206896551725,0.005976411019868848,1.0,0.003936187947568793,0.0041204785590462
1,0.6927586206896552,0.005976411019868848,0.8975862068965518,0.0037161956183590595,0.0041204785590462
1,0.6927586206896552,0.005976411019868848,0.9317241379310346,0.0038575338305056397,0.0041204785590462
1,0.6927586206896552,0.005976411019868848,0.9658620689655173,0.003998872042652219,0.0041204785590462
1,0.6927586206896552,0.005976411019868848,1.0,0.0041402102547987985,0.0041204785590462
1,0.7268965517241379,0.005976411019868848,0.863448275862069,0.003751020115627629,0.0041204785590462
1,0.7268965517241379,0.005976411019868848,0.8975862068965518,0.003899323227227923,0.0041204785590462
1,0.7268965517241379,0.005976411019868848,0.9317241379310346,0.004047626338828217,0.0041204785590462
1,0.7268965517241379,0.005976411019868848,0.9658620689655173,0.004195929450428511,0.0041204785590462
1,0.7268965517241379,0.005976411019868848,1.0,0.004344232562028804,0.0041204785590462
1,0.7610344827586207,0.005976411019868848,0.8293103448275863,0.0037719148139887717,0.0041204785590462
1,0.7610344827586207,0.005976411019868848,0.863448275862069,0.003927182825042779,0.0041204785590462
1,0.7610344827586207,0.005976411019868848,0.8975862068965518,0.004082450836096787,0.0041204785590462
1,0.7610344827586207,0.005976411019868848,0.9317241379310346,0.0042377188471507945,0.0041204785590462
1,0.7610344827586207,0.005976411019868848,0.9658620689655173,0.004392986858204802,0.0041204785590462
1,0.7610344827586207,0.005976411019868848,1.0,0.00454825486925881,0.0041204785590462
1,0.7951724137931035,0.005976411019868848,0.7951724137931035,0.0037788797134424863,0.0041204785590462
1,0.7951724137931035,0.005976411019868848,0.8293103448275863,0.0039411126239502076,0.0041204785590462
1,0.7951724137931035,0.005976411019868848,0.863448275862069,0.004103345534457929,0.0041204785590462
1,0.7951724137931035,0.005976411019868848,0.8975862068965518,0.004265578444965651,0.0041204785590462
1,0.7951724137931035,0.005976411019868848,0.9317241379310346,0.004427811355473373,0.0041204785590462
1,0.7951724137931035,0.005976411019868848,0.9658620689655173,0.0045900442659810945,0.0041204785590462
1,0.8293103448275863,0.005976411019868848,0.7610344827586207,0.003771914813988772,0.0041204785590462
1,0.8293103448275863,0.005976411019868848,0.7951724137931035,0.0039411126239502076,0.0041204785590462
1,0.8293103448275863,0.005976411019868848,0.8293103448275863,0.004110310433911643,0.0041204785590462
1,0.8293103448275863,0.005976411019868848,0.863448275862069,0.004279508243873078,0.0041204785590462
1,0.8293103448275863,0.005976411019868848,0.8975862068965518,0.004448706053834514,0.0041204785590462
1,0.8293103448275863,0.005976411019868848,0.9317241379310346,0.00461790386379595,0.0041204785590462
1,0.863448275862069,0.005976411019868848,0.7268965517241379,0.0037510201156276293,0.0041204785590462
1,0.863448275862069,0.005976411019868848,0.7610344827586207,0.003927182825042779,0.0041204785590462
1,0.863448275862069,0.005976411019868848,0.7951724137931035,0.004103345534457929,0.0041204785590462
1,0.863448275862069,0.005976411019868848,0.8293103448275863,0.004279508243873078,0.0041204785590462
1,0.863448275862069,0.005976411019868848,0.863448275862069,0.004455670953288228,0.0041204785590462
1,0.8975862068965518,0.005976411019868848,0.6927586206896552,0.0037161956183590595,0.0041204785590462
1,0.8975862068965518,0.005976411019868848,0.7268965517241379,0.003899323227227923,0.0041204785590462
